GasDay,KWhFromBiogas,KWhToDenmark,KWhFromNorthSea,KWhToOrFromStorage,KWhToOrFromGermany,KWhToSweden
2016-09-05,2555484,-51750956,145814000,-20555241,-62355384,-17186412
2016-09-04,2802208,-39976066,144294413,-31334372,-62190346,-17790412
2016-09-03,2833809,-32486052,145092654,-21962935,-66223591,-17023848
2016-09-02,3068351,-43456715,136442000,-17405393,-46063504,-20982180
2016-09-01,3153910,-47527408,129376648,346216,-54455310,-20334432
2016-08-31,3280974,-47315567,129142281,-6916807,-53708854,-20721672
2016-08-30,3092416,-51697612,135143425,269645,-69335856,-15271704
2016-08-29,3002716,-43946491,144959866,-18152383,-72049392,-19782696
2016-08-28,3111248,-30577775,136652573,-23085940,-70299280,-15463032
2016-08-27,3138398,-28700044,143674087,-34435503,-67484184,-17786556
2016-08-26,2947108,-36853573,151085622,-22503670,-78930648,-16689672
2016-08-25,3135999,-42827767,158329086,-26403165,-78732703,-17012112
2016-08-24,2965730,-43623041,160142377,-37767298,-66580184,-17292300
2016-08-23,2971720,-46687429,153802384,-17946148,-71842392,-17134164
2016-08-22,2914760,-46589841,144308685,-53105217,-40328496,-17282496
2016-08-21,3038388,-30371954,149856457,-58217922,-46911240,-16436712
2016-08-20,2919452,-29009969,135813153,-52661154,-43534808,-16183920
2016-08-19,3059394,-39898230,141432506,-39687504,-41939880,-15904032
2016-08-18,2983821,-44560121,142919173,-40190624,-39881280,-20318508
2016-08-17,3056135,-45788334,137036641,-49045167,-30294307,-19452372
2016-08-16,2710829,-47932778,127006916,-24253614,-35108184,-17596224
2016-08-15,2811592,-49609079,135489601,-26401922,-49004184,-16105344
2016-08-14,2898050,-35160294,125106944,-33435374,-56202744,-14303208
2016-08-13,2895936,-29548451,124762109,-35918781,-57908184,-14595984
2016-08-12,2669047,-41942558,130127230,4662236,-54471746,-10530876
2016-08-11,2764262,-55143637,114060148,-24691636,-25326888,-16635540
2016-08-10,2592323,-49313715,127972268,-36440997,-36334695,-15113424
2016-08-09,2725405,-45571366,126157833,-36766556,-34883496,-15547980
2016-08-08,2603414,-40110701,133689568,-35187195,-45923400,-14065320
2016-08-07,2754476,-29947208,97533206,-40806312,-21467640,-12701964
2016-08-06,3020582,-26786184,98695474,-37229376,-24071928,-12958308
2016-08-05,2964912,-37893813,108868216,-30456616,-28922928,-11730648
2016-08-04,2763524,-34345411,125407747,-42591469,-35040583,-16890816
2016-08-03,2600460,-35283216,120853397,-67501221,-5150928,-17992836
2016-08-02,2716280,-41341759,123414000,-38002854,-33710928,-14792712
2016-08-01,2644046,-31974754,119743322,-52332175,-34373208,-12908940
2016-07-31,2628449,-23818789,140971594,-66976275,-41414352,-13108476
2016-07-30,2681307,-22615495,134312946,-66253338,-41381433,-12327000
2016-07-29,2743644,-27363857,133142909,-50439155,-40190928,-11852472
2016-07-28,2800062,-31029240,132259785,-47438391,-32083920,-13097448
2016-07-27,2345861,-29592206,130630332,-54733452,-23006928,-15178152
2016-07-26,2357783,-27380852,127555919,-51078651,-33554856,-12867600
2016-07-25,2548375,-30187730,120750351,-48862292,-30678432,-12200460
2016-07-24,2547253,-20761779,91801938,-73127793,9428520,-10131636
2016-07-23,2630032,-20920343,59050047,-28313532,1286352,-10218240
2016-07-22,2613313,-29151299,118523515,-33897478,-44678928,-10665576
2016-07-21,2625322,-31403246,114940217,-34236815,-40760352,-10972284
2016-07-20,2674617,-31521958,99489746,-39614282,-26982360,-13059696
2016-07-19,2709234,-35858691,50982886,20760304,-25771976,-14397636
2016-07-18,2759425,-42161228,113883361,-40405978,-30994680,-13835220
2016-07-17,2708249,-31608805,114974963,-54401325,-19647968,-13011024
2016-07-16,2804038,-29219512,127683526,-65861368,-19790928,-14885664
2016-07-15,2826692,-37180113,111726373,-47334263,-19118928,-11915640
2016-07-14,2681388,-40660313,109967718,-50742578,-2870928,-13888764
2016-07-13,2575719,-42643759,126478435,-37402443,-34862928,-11130900
2016-07-12,2624735,-47077125,127430553,-48983846,-16080837,-15847512
2016-07-11,2545525,-40260273,131924021,-50865573,-26363176,-15436272
2016-07-10,2487993,-31674501,131066380,-52969251,-35870928,-13125916
2016-07-09,2596258,-29683545,129196000,-50345686,-35870928,-11887620
2016-07-08,2604964,-45959737,133186384,-48005745,-28788928,-11085420
2016-07-07,2404731,-46587009,127471196,-51111777,-17060952,-16211984
2016-07-06,2359815,-48618029,134594523,-50545980,-17774928,-18641184
2016-07-05,2348541,-52609039,134212040,-55156167,-11439928,-16193868
2016-07-04,2412939,-52551794,139641153,-33561950,-41741104,-16164768
2016-07-03,2310523,-37247378,142706000,-68254960,-26006928,-12581128
2016-07-02,2588981,-32187975,140205739,-78070432,-25598928,-12243996
2016-07-01,2630859,-38634683,141415508,-55985686,-25917284,-13279068
2016-06-30,2681104,-49732650,140421760,-52204671,-22380024,-14902416
2016-06-29,2514912,-58024868,132865303,-53258786,-8537232,-13625760
2016-06-28,2547660,-69214142,138869777,-34302365,-21931200,-13311156
2016-06-27,2470320,-56718347,136181753,-58510223,-14216272,-14743032
2016-06-26,2437038,-32687082,125940752,-69076803,-18379200,-12684468
2016-06-25,2486315,-28351320,131603188,-81731555,-18319700,-10018032
2016-06-24,2437740,-38342044,137788000,-52626109,-13335200,-15519108
2016-06-23,2312840,-42853017,86829661,-22629951,8224800,-14600076
2016-06-22,2254646,-50380865,114318097,-35502514,-13397416,-16233324
2016-06-21,2162725,-60554210,142071959,-65565196,-6132320,-16260468
2016-06-20,2134797,-56236318,140357898,-58228540,-14929968,-14544564
2016-06-19,2407854,-43573031,141494839,-60911942,-22192296,-14462220
2016-06-18,2455604,-40076065,112632749,-33734740,-21740040,-11990664
2016-06-17,2551740,-57261774,118123365,-65845849,1532256,-15385536
2016-06-16,2516413,-60417979,138419888,-72785230,-2599104,-18667764
2016-06-15,2607223,-48163977,144624000,-76091865,-1985832,-19867256
2016-06-14,2381687,-55165850,138783000,-60234721,-2783400,-19388184
2016-06-13,2373583,-53645827,144002000,-53133472,-20239104,-15673728
2016-06-12,2449694,-36669739,141228102,-76286435,-24856200,-12213840
2016-06-11,2447047,-37614818,141855833,-77653267,-21493800,-13892340
2016-06-10,2496660,-44403469,146159730,-46715051,-26613984,-16799004
2016-06-09,2529700,-45119679,123377201,-26049102,-25016248,-19663020
2016-06-08,2443905,-40368408,123078271,-51497250,-16638816,-13814484
2016-06-07,2486427,-45187157,142716689,-30284718,-58030200,-12930600
2016-06-06,2345052,-44977908,150185742,-66280027,-25092144,-14172780
2016-06-05,2155179,-28809010,146258000,-69521570,-37786296,-14254356
2016-06-04,2272126,-25211998,145877000,-70190560,-37812120,-12996972
2016-06-03,2383762,-36404456,153453000,-40899221,-59695272,-13603296
2016-06-02,2419127,-40749075,148976692,-68740628,-33218750,-14901876
2016-06-01,2505130,-40369690,152392707,-64868173,-40663200,-13654512
2016-05-31,2432610,-45666695,122026742,-89495815,3219152,-14192472
2016-05-30,2486069,-39755677,137477989,-91480880,26623315,-18235224
2016-05-29,2654923,-31607762,104206832,-82516329,27458832,-13250772
2016-05-28,2581149,-31214272,93968684,-77165323,27592104,-13428096
2016-05-27,2567027,-44197531,133145000,-90674296,16602120,-14202000
2016-05-26,2651469,-52432010,120222081,-75627360,21259152,-15689328
2016-05-25,2663775,-48271347,116339757,-82128422,25936968,-15194076
2016-05-24,2412470,-48136901,114861768,-75309927,25960224,-18748656
2016-05-23,2471031,-49087139,115504913,-84723039,28000800,-15676128
2016-05-22,2432083,-34065054,116534246,-82893163,9844136,-15567168
2016-05-21,2461472,-36565886,118999913,-84373641,7167606,-14630748
2016-05-20,2420827,-49210948,118032000,-48191877,-13365720,-12643344
2016-05-19,2367905,-59997565,119975964,-66247404,20926780,-15639468
2016-05-18,2164801,-58728009,130210635,-33417576,-19829380,-22568652
2016-05-17,2121326,-63980271,118067118,-44183761,9340368,-18419544
2016-05-16,2278817,-48135706,87328274,-29770631,3119139,-15323316
2016-05-15,2236950,-44298783,116533708,-49833136,-16735200,-13451868
2016-05-14,2249248,-39970023,130801212,-52308482,-16031200,-14025132
2016-05-13,2233051,-43016667,136949395,-54717376,-19663200,-16879512
2016-05-12,2141270,-47944216,136242810,-57369450,-16410120,-15652716
2016-05-11,1981187,-44760101,141084000,-83905811,3448146,-16009028
2016-05-10,1777067,-45318496,134401790,-68016831,-14444904,-14043912
2016-05-09,1857102,-43489379,132863866,-75327658,4167533,-18051120
2016-05-08,1955946,-34260128,103185908,-58939879,1040720,-16885464
2016-05-07,2085828,-33919748,115442010,-85002064,-416328,-14698260
2016-05-06,2082150,-46968430,155896281,-72181261,-14351298,-13961412
2016-05-05,2054232,-48869152,144397000,-37825614,-30791856,-19440300
2016-05-04,1748848,-72791771,137895751,-50445170,-9295200,-17924976
2016-05-03,1901675,-76849957,128611975,-40114919,1092672,-20907468
2016-05-02,1990992,-81162022,136317610,-24887526,-2137360,-19206872
2016-05-01,2050406,-76031895,118304149,-26163088,4765061,-17267192
2016-04-30,2351843,-75343638,62668978,17426342,11702376,-15378060
2016-04-29,2255445,-86986358,12112603,91465081,-2936520,-17140800
2016-04-28,2204153,-101297185,66630465,79167252,-35556326,-27815952
2016-04-27,2445011,-107340294,126315212,23317368,-22626336,-17836272
2016-04-26,2300749,-108158323,114234468,55839246,-23357904,-27094260
2016-04-25,2246682,-100102890,121064543,24228382,-17756960,-28173344
2016-04-24,2348366,-87365473,126635093,5404195,-29701224,-21868516
2016-04-23,2358116,-74761250,109515641,603008,-20568696,-20088300
2016-04-22,2244902,-69012411,120327878,-8989044,-20463264,-23688048
2016-04-21,2116061,-90629570,122096380,-9108955,-12963232,-21674184
2016-04-20,2204951,-92174301,130524579,-10784787,-4618104,-25749012
2016-04-19,2360321,-96716738,124721492,6875808,-17159208,-24257990
2016-04-18,2330696,-98945155,132280000,7653796,-20219520,-26100032
2016-04-17,2365550,-81956399,131347000,-14176215,-21280416,-18778052
2016-04-16,2271325,-74047645,124753474,-15542472,-20725416,-14613328
2016-04-15,2232759,-83219023,131582104,-16789894,-7979496,-17299613
2016-04-14,2058600,-93222323,141264226,-3221623,-12892464,-21657561
2016-04-13,2205898,-89941164,132860448,-1069364,-25753872,-18804912
2016-04-12,1865200,-91357426,141566693,-16644216,-32680488,-21242408
2016-04-11,2117330,-88918927,146017000,-10466150,-30587280,-16234284
2016-04-10,2163501,-77020981,146006539,-23327096,-26098872,-15195424
2016-04-09,2148786,-75915748,128720000,3135301,-24887988,-16226748
2016-04-08,2227884,-92811194,132949000,-14617650,-19654088,-18661896
2016-04-07,2270996,-98542365,153064000,-6821831,-26565552,-22231752
2016-04-06,2178703,-92483323,152430000,-29138888,-21701232,-18845868
2016-04-05,2064208,-94710795,150660000,-19057623,-16514576,-22483824
2016-04-04,1930910,-87917571,136467671,-19053435,-287504,-20245512
2016-04-03,2074099,-73326607,109536000,-19768149,-10970347,-17982768
2016-04-02,2094997,-71285162,136561975,-21223951,-16666152,-19740576
2016-04-01,2108772,-94299625,136841848,-16596672,4745544,-24316752
2016-03-31,1997326,-100274910,138045000,16053920,-20745912,-26204232
2016-03-30,1923091,-100848913,137520000,26179873,-32876472,-28361760
2016-03-29,1879411,-91164521,134685097,-3275400,-25423251,-21950436
2016-03-28,1903251,-81878436,123341962,-11322712,-13551504,-19222848
2016-03-27,1940060,-79685005,137669000,-26665735,-12714432,-17475288
2016-03-26,1887808,-73097413,121459911,-27907433,-5418080,-17903260
2016-03-25,2052902,-86366688,124106991,1865985,-18459480,-23616468
2016-03-24,2136180,-88387804,121423764,4225771,-11367624,-25884156
2016-03-23,2118744,-94806261,118718344,8085600,1833936,-28229484
2016-03-22,2019766,-100868960,120551476,10170488,537960,-30417324
2016-03-21,1897051,-94996116,128338108,45724130,-49762680,-30304140
2016-03-20,2216934,-85713147,127719538,26257024,-42175982,-29459040
2016-03-19,2239773,-88963600,125935253,40439981,-54763560,-28521144
2016-03-18,2194666,-102050915,139731693,29193623,-43958024,-28290840
2016-03-17,2230508,-106886244,138151958,26956328,-31450640,-30585396
2016-03-16,2174799,-107918387,141412343,40872571,-54321152,-32832216
2016-03-15,2094833,-110128801,141276114,40602832,-36260424,-32169900
2016-03-14,2167002,-121016914,143071181,15260650,-6290136,-37491900
2016-03-13,2174227,-111166765,146370561,45039703,-40628400,-39387468
2016-03-12,2292722,-115348313,148612734,52222280,-42912192,-36498580
2016-03-11,2225347,-134302088,138832010,56323171,-7995168,-48713340
2016-03-10,2248046,-135809581,136887775,64521031,-27883200,-42703272
2016-03-09,2038485,-130317096,138280000,79388643,-35848472,-48230736
2016-03-08,2037845,-139329983,136714000,90119792,-32344200,-55590900
2016-03-07,2183105,-142070206,130748165,88024084,-27018072,-54346680
2016-03-06,2227296,-128887595,133482985,64028312,-28986616,-41722344
2016-03-05,2223787,-131339453,141695190,34035621,-24577056,-34871360
2016-03-04,2138763,-139749304,138883091,88946101,-33472440,-49973148
2016-03-03,2253257,-142191989,144936879,104744564,-46843200,-53221396
2016-03-02,2140273,-144735967,143184000,51948252,-2889054,-54041852
2016-03-01,2178156,-142598019,146541008,55173443,-14054040,-47724648
2016-02-29,1898983,-145553194,159340000,54352832,-15053451,-48619608
2016-02-28,2150260,-121562836,125621158,13890107,12747992,-39420336
2016-02-27,2057120,-115030328,68530625,39890967,26765016,-39885028
2016-02-26,2120857,-136310496,79720806,105047281,4462008,-50880176
2016-02-25,1855178,-145780671,74578005,87652624,36794664,-50873504
2016-02-24,2162948,-131989759,104734724,38044229,32346684,-42720340
2016-02-23,2149766,-122704624,125502877,38397945,-7943342,-42104034
2016-02-22,1966000,-118937268,130509030,-15502811,41867606,-42088306
2016-02-21,2050446,-108550757,118286748,-9500304,28469484,-37625852
2016-02-20,2128428,-117543279,102696000,30189713,31720464,-44748576
2016-02-19,2093738,-148537181,91203993,84734869,19489728,-45407604
2016-02-18,1939739,-156516831,86446288,109832594,28837346,-59654292
2016-02-17,1914990,-143970171,66291710,110236512,34516800,-53988360
2016-02-16,1711396,-159325932,77269389,117711772,7984096,-69106004
2016-02-15,2008462,-146998412,105012646,78909946,13270568,-61882412
2016-02-14,2046700,-120354907,103994758,47358002,17812376,-51965920
2016-02-13,2072443,-116437345,122290216,37744266,12683964,-49773348
2016-02-12,2054779,-132342986,98425329,63526135,25337568,-57060604
2016-02-11,1940405,-120433005,95362189,50883527,19319852,-45513228
2016-02-10,1951028,-126697666,81697247,72215679,7006376,-46009344
2016-02-09,1854116,-113920728,101072552,37746636,9913133,-46885524
2016-02-08,1754914,-112188062,92806045,12829631,39317722,-37646580
2016-02-07,1798625,-96682428,69205280,12539540,35768768,-31401444
2016-02-06,1784745,-93414952,63243370,27499140,35854284,-34322712
2016-02-05,1756319,-125449548,36043891,78780195,54402864,-46477956
2016-02-04,1598872,-132593162,7976000,152645801,26449328,-48363552
2016-02-03,1622841,-126864487,21905178,114436539,27327586,-44594260
2016-02-02,1519383,-119413561,43715353,84116184,41810840,-42467508
2016-02-01,1687537,-123940803,102411141,80760554,4890512,-42488220
2016-01-31,1719663,-120637607,122784404,60670714,-23522136,-42148724
2016-01-30,1727167,-102243434,74060950,62252571,-12556152,-37644264
2016-01-29,1643833,-107433046,120840000,29116979,13966875,-38349732
2016-01-28,1691702,-117352722,118368000,30673248,9520032,-51599340
2016-01-27,1468892,-105339908,116641889,31959316,-12512640,-47004300
2016-01-26,1464562,-117776277,111778572,38322501,12358824,-50309512
2016-01-25,1563812,-131318998,112314876,48960298,25834670,-54127396
2016-01-24,1596446,-136177908,110812132,51963643,20788312,-52312224
2016-01-23,1721805,-154775592,117366000,85928948,9934616,-56795148
2016-01-22,1719119,-194129976,118379787,106063771,32362336,-61545872
2016-01-21,1569471,-212509545,119856000,114209990,49428364,-70590960
2016-01-20,1395737,-212120760,119880000,127931542,44599624,-66468148
2016-01-19,1510035,-192062906,118547521,94062604,42043446,-67300142
2016-01-18,1549609,-194542754,119784000,116549596,21661376,-71226165
2016-01-17,1439705,-190286543,117360000,92129272,41743840,-68173476
2016-01-16,1448390,-167102075,117460000,69628583,42097112,-65664156
2016-01-15,1401944,-183638821,118309000,116681515,24031048,-70957980
2016-01-14,1514157,-173416924,119441095,107360443,5104232,-65456316
2016-01-13,1389756,-170675806,121416000,64493506,45676284,-67416204
2016-01-12,1390444,-147549963,118099581,65519311,23020744,-56626632
2016-01-11,1437016,-150716659,114683000,46436161,44838920,-58289724
2016-01-10,1427713,-128943225,84240974,57120128,21510198,-46536276
2016-01-09,1387556,-135299137,116819155,65928675,14075944,-51316508
2016-01-08,1363236,-164688303,117174000,72191656,43153200,-61977276
2016-01-07,1306098,-177314724,119855000,84925035,40899144,-65360352
2016-01-06,1313022,-190984391,119605000,104549659,39625750,-69345448
2016-01-05,1324132,-177508787,120018000,100906884,19358400,-66149844
2016-01-04,1233524,-167554109,114464016,114373132,132920,-64249089
2016-01-03,1281674,-157096227,116163000,87286926,7230967,-57853844
2016-01-02,1309096,-137082312,117213000,47927962,8826764,-53249864
2016-01-01,1343864,-100954395,115912248,26213459,8934590,-45014304
2015-12-31,1410699,-111264730,100075955,16855428,33173688,-39674612
2015-12-30,1376459,-110415712,103420090,-2798178,46983576,-46124436
2015-12-29,1334247,-117422000,103896000,59705901,8493135,-48872880
2015-12-28,1386309,-116388570,111723706,50514233,-4463928,-45051484
2015-12-27,1427827,-87012442,90034404,13086937,18272865,-36141209
2015-12-26,1429921,-90639771,103821000,20145081,-3164488,-29455056
